OrderID,CustomerID,Gender,Age,State,CustomerType,OrderDate,PickupDate,DeliveryDate,ServiceName,QuantityOfClothes,WeightKg,LoadType,DeliveryType,Revenue,PaymentDate,PaymentAmount,PaymentMethod,LabourCost,ElectricityCost,WaterCost,DetergentCost,ChemicalCost,PackagingCost,FuelCost,MaintenanceCost,DiscountGiven,Tax,OtherCost,TotalExpense,NetProfit,PaymentStatus
759,49,Male,29,Alabama,Regular,8/28/2025,8/29/2025,9/2/2025,Ironing,26,8.66,Light,Customer Pickup,11093.45,8/29/2025,11093.45,Online Payment,1996.82,554.67,0,0,0,50,0,332.8,0,832.01,221.87,3988.17,7105.28,Paid
760,40,Male,37,Minnesota,Regular,8/12/2025,8/13/2025,8/17/2025,Stain Removal,16,10.36,Mixed,Customer Pickup,14629.25,8/17/2025,14629.25,Cash,3218.44,877.76,438.88,292.59,585.17,35,0,438.88,0,1097.19,292.59,7276.5,7352.75,Paid
761,51,Female,39,California,Corporate,1/23/2022,1/24/2022,1/28/2022,Laundry,17,9.6,Mixed,Customer Pickup,12501.84,1/28/2022,12501.84,Cash,2750.4,625.09,500.07,625.09,0,35,0,375.06,0,937.64,250.04,6098.39,6403.45,Paid
762,36,Female,37,Texas,Corporate,2/9/2022,2/10/2022,2/14/2022,Mending,27,23.3,Heavy,Customer Pickup,6934.11,2/14/2022,6934.11,Cash,1802.87,416.05,0,0,0,50,0,208.02,0,520.06,138.68,3135.68,3798.43,Paid
763,26,Male,31,Texas,Student,5/21/2021,5/22/2021,5/26/2021,Laundry,25,15.32,Mixed,Home Delivery,2665.9,5/21/2021,2665.9,Online Payment,586.5,159.95,106.64,133.3,0,50,106.64,79.98,133.3,199.94,53.32,1342.97,1322.93,Paid
764,21,Male,29,New York,Regular,11/10/2022,11/11/2022,11/15/2022,Dry Cleaning,30,7.87,Light,Customer Pickup,12098.24,11/10/2022,12098.24,Online Payment,2177.68,604.91,0,0,725.89,50,0,362.95,0,907.37,241.96,5070.76,7027.48,Paid
765,27,Male,34,Kansas,Regular,12/17/2024,12/18/2024,12/22/2024,Ironing,19,5.45,Light,Express,12461.08,12/18/2024,12461.08,Online Payment,2242.99,623.05,0,0,0,35,747.66,373.83,0,934.58,249.22,5206.33,7254.75,Paid
766,71,Male,39,Iowa,Regular,5/21/2023,5/22/2023,5/26/2023,Stain Removal,27,15.45,Mixed,Customer Pickup,14391.68,5/26/2023,14391.68,Credit Card,3166.17,863.5,431.75,287.83,575.67,50,0,431.75,719.58,1079.38,287.83,6454.3,7937.38,Paid
767,74,Male,22,Georgia,Regular,6/1/2025,6/2/2025,6/6/2025,Ironing,6,3.26,Mixed,Home Delivery,9888.06,6/6/2025,9888.06,Cash,2175.37,395.52,0,0,0,20,395.52,296.64,0,741.6,197.76,4222.41,5665.65,Paid
768,55,Male,21,New York,Student,2/12/2022,2/13/2022,2/17/2022,Laundry,27,13.55,Mixed,Home Delivery,7058.13,2/17/2022,7058.13,Credit Card,1552.79,423.49,282.33,352.91,0,50,282.33,211.74,0,529.36,141.16,3826.11,3232.02,Paid
769,53,Female,44,Virginia,Student,8/1/2021,8/2/2021,8/6/2021,Dry Cleaning,9,4.76,Mixed,Customer Pickup,997.96,8/6/2021,997.96,Cash,219.55,39.92,0,0,59.88,20,0,29.94,0,74.85,19.96,464.1,533.86,Paid
770,98,Male,42,District of Columbia,Regular,9/14/2025,9/15/2025,9/19/2025,Laundry,27,17.23,Mixed,Customer Pickup,8750.06,9/19/2025,8750.06,Cash,1925.01,525,350,437.5,0,50,0,262.5,0,656.25,175,4381.26,4368.8,Paid
771,31,Male,39,New York,Student,1/1/2021,1/2/2021,1/6/2021,Laundry,21,10.58,Mixed,Home Delivery,5839.04,1/6/2021,5839.04,Online Payment,1284.59,350.34,233.56,291.95,0,50,233.56,175.17,0,437.93,116.78,3173.88,2665.16,Paid
772,60,Male,19,Georgia,Corporate,6/25/2024,6/26/2024,6/30/2024,Laundry,27,14.97,Mixed,Customer Pickup,9966.38,6/30/2024,9966.38,Cash,2192.6,597.98,398.66,498.32,0,50,0,298.99,0,747.48,199.33,4983.36,4983.02,Paid
773,6,Male,31,Pennsylvania,Regular,9/20/2022,9/21/2022,9/25/2022,Ironing,29,9.41,Light,Customer Pickup,9911.05,9/25/2022,9911.05,Cash,1783.99,495.55,0,0,0,50,0,297.33,0,743.33,198.22,3568.42,6342.63,Paid
774,52,Female,47,Indiana,Regular,3/7/2021,3/8/2021,3/12/2021,Laundry,13,7.73,Mixed,Home Delivery,12273.49,3/7/2021,12273.49,Online Payment,2700.17,613.67,490.94,613.67,0,35,490.94,368.2,613.67,920.51,245.47,5864.9,6408.59,Paid
775,40,Male,37,Minnesota,Regular,10/21/2022,10/22/2022,10/26/2022,Laundry,10,6.4,Mixed,Customer Pickup,7788.84,10/26/2022,7788.84,Cash,1713.54,389.44,311.55,389.44,0,20,0,233.67,0,584.16,155.78,3797.58,3991.26,Paid
776,43,Male,34,California,Regular,10/9/2023,10/10/2023,10/14/2023,Dry Cleaning,29,9.44,Light,Customer Pickup,5283.44,10/14/2023,5283.44,Cash,951.02,264.17,0,0,317.01,50,0,158.5,0,396.26,105.67,2242.63,3040.81,Paid
777,97,Male,29,Alabama,Corporate,3/4/2025,3/5/2025,3/9/2025,Ironing,9,9.84,Heavy,Customer Pickup,13292.92,3/4/2025,13292.92,Online Payment,3456.16,664.65,0,0,0,20,0,398.79,0,996.97,265.86,5802.43,7490.49,Paid
778,55,Male,21,New York,Student,8/27/2022,8/28/2022,9/1/2022,Laundry,16,9.5,Mixed,Home Delivery,4890.31,9/1/2022,4890.31,Cash,1075.87,244.52,195.61,244.52,0,35,195.61,146.71,244.52,366.77,97.81,2357.9,2532.41,Paid
779,81,Male,35,Florida,Regular,10/25/2022,10/26/2022,10/30/2022,Stain Removal,24,12.69,Mixed,Customer Pickup,3850.66,10/30/2022,3850.66,Credit Card,847.15,231.04,115.52,77.01,154.03,50,0,115.52,0,288.8,77.01,1956.08,1894.58,Paid
780,41,Female,54,California,Corporate,8/6/2021,8/7/2021,8/11/2021,Stain Removal,21,17.34,Heavy,Customer Pickup,2191.12,8/11/2021,2191.12,Cash,569.69,131.47,65.73,43.82,87.64,50,0,65.73,0,164.33,43.82,1222.23,968.89,Paid
781,62,Male,32,North Carolina,Student,4/29/2025,4/30/2025,5/4/2025,Ironing,22,7.38,Light,Customer Pickup,11578.21,5/4/2025,11578.21,Cash,2084.08,578.91,0,0,0,50,0,347.35,0,868.37,231.56,4160.27,7417.94,Paid
782,84,Female,58,Colorado,Walk-in,5/4/2023,5/5/2023,5/9/2023,Laundry,6,3.01,Mixed,Customer Pickup,10607.35,5/5/2023,10607.35,Cash,2333.62,424.29,424.29,530.37,0,20,0,318.22,530.37,795.55,212.15,4528.12,6079.23,Paid
783,36,Female,37,Texas,Corporate,7/10/2024,7/11/2024,7/15/2024,Laundry,3,1.73,Mixed,Customer Pickup,9819.86,7/10/2024,9819.86,Online Payment,2160.37,392.79,392.79,490.99,0,20,0,294.6,0,736.49,196.4,4684.43,5135.43,Paid
784,26,Male,31,Texas,Student,9/1/2022,9/2/2022,9/6/2022,Laundry,6,3.45,Mixed,Customer Pickup,8197.82,9/6/2022,8197.82,Cash,1803.52,327.91,327.91,409.89,0,20,0,245.93,0,614.84,163.96,3913.96,4283.86,Paid
785,20,Female,46,New York,Student,4/9/2024,4/10/2024,4/14/2024,Laundry,17,5.88,Light,Customer Pickup,13532.86,4/14/2024,13532.86,Cash,2435.91,676.64,541.31,676.64,0,35,0,405.99,0,1014.96,270.66,6057.11,7475.75,Paid
786,23,Male,34,California,Student,4/21/2025,4/22/2025,4/26/2025,Laundry,9,4.9,Mixed,Home Delivery,12821.64,4/26/2025,12821.64,Online Payment,2820.76,512.87,512.87,641.08,0,20,512.87,384.65,641.08,961.62,256.43,5982.07,6839.57,Paid
787,55,Male,21,New York,Student,8/11/2021,8/12/2021,8/16/2021,Ironing,12,7.11,Mixed,Home Delivery,861.36,8/12/2021,861.36,Cash,189.5,43.07,0,0,0,35,34.45,25.84,0,64.6,17.23,409.69,451.67,Paid
788,7,Female,64,New Mexico,Regular,9/14/2024,9/15/2024,9/19/2024,Mending,24,6.44,Light,Home Delivery,13290.1,9/19/2024,13290.1,Credit Card,2392.22,664.51,0,0,0,50,531.6,398.7,0,996.76,265.8,5299.59,7990.51,Paid
789,68,Male,19,Oklahoma,Walk-in,1/25/2021,1/26/2021,1/30/2021,Ironing,10,2.58,Light,Customer Pickup,2440.24,1/30/2021,2440.24,Cash,439.24,97.61,0,0,0,20,0,73.21,0,183.02,48.8,861.88,1578.36,Paid
790,19,Male,20,Georgia,Student,4/30/2023,5/1/2023,5/5/2023,Laundry,17,5.67,Light,Home Delivery,5637.88,5/1/2023,5637.88,Cash,1014.82,281.89,225.52,281.89,0,35,225.52,169.14,0,422.84,112.76,2769.38,2868.5,Paid
791,92,Female,37,New York,Regular,11/26/2025,11/27/2025,12/1/2025,Laundry,2,0.69,Light,Customer Pickup,2604.6,12/1/2025,2604.6,Online Payment,468.83,104.18,104.18,130.23,0,20,0,78.14,0,195.35,52.09,1153,1451.6,Paid
792,99,Female,51,Indiana,Student,2/25/2021,2/26/2021,3/2/2021,Mending,20,10.67,Mixed,Customer Pickup,8049.79,3/2/2021,8049.79,Online Payment,1770.95,482.99,0,0,0,35,0,241.49,402.49,603.73,161,2892.67,5157.12,Paid
793,22,Female,51,Pennsylvania,Regular,3/20/2025,3/21/2025,3/25/2025,Ironing,19,5.28,Light,Customer Pickup,4062.24,3/25/2025,4062.24,Credit Card,731.2,203.11,0,0,0,35,0,121.87,0,304.67,81.24,1477.09,2585.15,Paid
794,9,Female,54,New York,Regular,11/12/2022,11/13/2022,11/17/2022,Laundry,22,7.1,Light,Customer Pickup,13188.83,11/17/2022,13188.83,Cash,2373.99,659.44,527.55,659.44,0,50,0,395.66,0,989.16,263.78,5919.02,7269.81,Paid
795,82,Male,32,Florida,Regular,4/27/2025,4/28/2025,5/2/2025,Laundry,9,5.57,Mixed,Home Delivery,1735.33,4/28/2025,1735.33,Online Payment,381.77,86.77,69.41,86.77,0,20,69.41,52.06,0,130.15,34.71,931.05,804.28,Paid
796,81,Male,35,Florida,Regular,4/28/2023,4/29/2023,5/3/2023,Laundry,25,8.2,Light,Home Delivery,13217.65,5/3/2023,13217.65,Cash,2379.18,660.88,528.71,660.88,0,50,528.71,396.53,0,991.32,264.35,6460.56,6757.09,Paid
797,57,Female,45,California,Regular,10/15/2022,10/16/2022,10/20/2022,Laundry,9,2.73,Light,Home Delivery,5216.51,10/16/2022,5216.51,Cash,938.97,208.66,208.66,260.83,0,20,208.66,156.5,0,391.24,104.33,2497.85,2718.66,Paid
798,43,Male,34,California,Regular,10/26/2022,10/27/2022,10/31/2022,Laundry,22,6.19,Light,Customer Pickup,6659.02,10/31/2022,6659.02,Cash,1198.62,332.95,266.36,332.95,0,50,0,199.77,0,499.43,133.18,3013.26,3645.76,Paid
799,44,Male,37,New York,Student,7/1/2022,7/2/2022,7/6/2022,Mending,30,19.37,Mixed,Home Delivery,2092.28,7/6/2022,2092.28,Online Payment,460.3,125.54,0,0,0,50,83.69,62.77,0,156.92,41.85,981.07,1111.21,Paid
800,90,Male,42,North Carolina,Corporate,9/12/2024,9/13/2024,9/17/2024,Laundry,24,8.2,Light,Express,13321.66,9/17/2024,13321.66,Online Payment,2397.9,666.08,532.87,666.08,0,50,799.3,399.65,0,999.12,266.43,6777.43,6544.23,Paid
801,17,Male,44,Illinois,Student,12/7/2021,12/8/2021,12/12/2021,Laundry,12,11.99,Heavy,Home Delivery,7140.44,12/12/2021,7140.44,Cash,1856.51,428.43,285.62,357.02,0,35,285.62,214.21,0,535.53,142.81,4140.75,2999.69,Paid
802,14,Male,31,Tennessee,Regular,1/16/2022,1/17/2022,1/21/2022,Dry Cleaning,18,5.54,Light,Home Delivery,641.69,1/21/2022,641.69,Credit Card,115.5,32.08,0,0,38.5,35,25.67,19.25,0,48.13,12.83,326.96,314.73,Paid
803,17,Male,44,Illinois,Student,10/23/2022,10/24/2022,10/28/2022,Laundry,15,9.49,Mixed,Home Delivery,14068.7,10/24/2022,14068.7,Cash,3095.11,703.44,562.75,703.44,0,35,562.75,422.06,0,1055.15,281.37,7421.07,6647.63,Paid
804,44,Male,37,New York,Student,4/28/2022,4/29/2022,5/3/2022,Dry Cleaning,4,2.42,Mixed,Customer Pickup,8584.88,4/28/2022,8584.88,Credit Card,1888.67,343.4,0,0,515.09,20,0,257.55,0,643.87,171.7,3840.28,4744.6,Paid
805,70,Female,42,Georgia,Corporate,5/13/2023,5/14/2023,5/18/2023,Dry Cleaning,2,1.26,Mixed,Home Delivery,6108.12,5/18/2023,6108.12,Online Payment,1343.79,244.32,0,0,366.49,20,244.32,183.24,0,458.11,122.16,2982.43,3125.69,Paid
806,15,Male,20,Colorado,Student,6/2/2024,6/3/2024,6/7/2024,Laundry,30,15.77,Mixed,Customer Pickup,2747.59,6/7/2024,2747.59,Credit Card,604.47,164.86,109.9,137.38,0,50,0,82.43,0,206.07,54.95,1410.06,1337.53,Paid
807,65,Male,44,Michigan,Regular,1/21/2021,1/22/2021,1/26/2021,Ironing,11,5.98,Mixed,Customer Pickup,1450.95,1/26/2021,1450.95,Cash,319.21,72.55,0,0,0,35,0,43.53,0,108.82,29.02,608.13,842.82,Paid
808,78,Male,22,Florida,Regular,8/18/2025,8/19/2025,8/23/2025,Ironing,21,22.73,Heavy,Customer Pickup,4492.45,8/18/2025,4492.45,Online Payment,1168.04,269.55,0,0,0,50,0,134.77,224.62,336.93,89.85,1824.52,2667.93,Paid
809,95,Male,34,Nevada,Regular,4/1/2023,4/2/2023,4/6/2023,Laundry,3,1.88,Mixed,Home Delivery,11947.63,4/6/2023,11947.63,Cash,2628.48,477.91,477.91,597.38,0,20,477.91,358.43,0,896.07,238.95,6173.04,5774.59,Paid
810,41,Female,54,California,Corporate,2/19/2023,2/20/2023,2/24/2023,Laundry,11,6.07,Mixed,Customer Pickup,2493.36,2/20/2023,2493.36,Online Payment,548.54,124.67,99.73,124.67,0,35,0,74.8,0,187,49.87,1244.28,1249.08,Paid
811,17,Male,44,Illinois,Student,12/18/2025,12/19/2025,12/23/2025,Laundry,18,4.9,Light,Customer Pickup,3937.93,12/23/2025,3937.93,Cash,708.83,157.52,157.52,196.9,0,35,0,118.14,196.9,295.34,78.76,1551.11,2386.82,Paid
812,65,Male,44,Michigan,Regular,7/22/2025,7/23/2025,7/27/2025,Dry Cleaning,20,10.23,Mixed,Customer Pickup,5253.37,7/27/2025,5253.37,Cash,1155.74,315.2,0,0,315.2,35,0,157.6,0,394,105.07,2477.81,2775.56,Paid
813,72,Female,58,New Mexico,Student,7/22/2023,7/23/2023,7/27/2023,Laundry,30,9.64,Light,Customer Pickup,9532.9,7/22/2023,9532.9,Online Payment,1715.92,476.65,381.32,476.65,0,50,0,285.99,476.65,714.97,190.66,3815.51,5717.39,Paid
814,65,Male,44,Michigan,Regular,12/3/2025,12/4/2025,12/8/2025,Ironing,11,6.06,Mixed,Home Delivery,3730.69,12/8/2025,3730.69,Cash,820.75,186.53,0,0,0,35,149.23,111.92,0,279.8,74.61,1657.84,2072.85,Paid
815,10,Male,22,New Jersey,Regular,1/29/2022,1/30/2022,2/3/2022,Laundry,23,13.4,Mixed,Customer Pickup,577.55,2/3/2022,577.55,Credit Card,127.06,34.65,23.1,28.88,0,50,0,17.33,28.88,43.32,11.55,307.01,270.54,Paid
816,52,Female,47,Indiana,Regular,1/19/2023,1/20/2023,1/24/2023,Ironing,23,14.04,Mixed,Customer Pickup,2924.41,1/24/2023,2924.41,Online Payment,643.37,175.46,0,0,0,50,0,87.73,0,219.33,58.49,1234.38,1690.03,Paid
817,30,Male,31,Texas,Student,8/26/2022,8/27/2022,8/31/2022,Dry Cleaning,5,2.52,Mixed,Customer Pickup,1459.77,8/31/2022,1459.77,Cash,321.15,58.39,0,0,87.59,20,0,43.79,0,109.48,29.2,669.6,790.17,Paid
818,96,Male,27,Florida,Corporate,5/26/2022,5/27/2022,5/31/2022,Laundry,15,16.22,Heavy,Customer Pickup,14929.58,5/31/2022,14929.58,Cash,3881.69,895.77,597.18,746.48,0,35,0,447.89,0,1119.72,298.59,8022.32,6907.26,Paid
819,87,Male,34,Ohio,Regular,4/28/2025,4/29/2025,5/3/2025,Dry Cleaning,2,0.62,Light,Home Delivery,841.3,5/3/2025,841.3,Online Payment,151.43,33.65,0,0,50.48,20,33.65,25.24,0,63.1,16.83,394.38,446.92,Paid
820,48,Female,47,Florida,Student,10/10/2023,10/11/2023,10/15/2023,Laundry,6,3.18,Mixed,Customer Pickup,8397.54,10/15/2023,8397.54,Online Payment,1847.46,335.9,335.9,419.88,0,20,0,251.93,0,629.82,167.95,4008.84,4388.7,Paid
821,76,Male,37,Iowa,Student,6/6/2022,6/7/2022,6/11/2022,Laundry,11,5.83,Mixed,Customer Pickup,13224.78,6/11/2022,13224.78,Cash,2909.45,661.24,528.99,661.24,0,35,0,396.74,0,991.86,264.5,6449.02,6775.76,Paid
822,38,Male,22,New York,Student,12/15/2021,12/16/2021,12/20/2021,Mending,25,13.93,Mixed,Customer Pickup,13768.09,12/15/2021,13768.09,Online Payment,3028.98,826.09,0,0,0,50,0,413.04,0,1032.61,275.36,5626.08,8142.01,Paid
823,60,Male,19,Georgia,Corporate,4/18/2023,4/19/2023,4/23/2023,Laundry,15,8.21,Mixed,Customer Pickup,13193.29,4/23/2023,13193.29,Cash,2902.52,659.66,527.73,659.66,0,35,0,395.8,0,989.5,263.87,6433.74,6759.55,Paid
824,86,Female,53,District of Columbia,Student,7/24/2025,7/25/2025,7/29/2025,Dry Cleaning,9,5.08,Mixed,Customer Pickup,10676.17,7/25/2025,10676.17,Online Payment,2348.76,533.81,0,0,640.57,20,0,320.29,0,800.71,213.52,4877.66,5798.51,Paid
825,51,Female,39,California,Corporate,8/25/2024,8/26/2024,8/30/2024,Laundry,11,5.85,Mixed,Home Delivery,3585.03,8/25/2024,3585.03,Online Payment,788.71,179.25,143.4,179.25,0,35,143.4,107.55,0,268.88,71.7,1917.14,1667.89,Paid
826,96,Male,27,Florida,Corporate,10/17/2024,10/18/2024,10/22/2024,Ironing,4,2.46,Mixed,Home Delivery,2353.76,10/22/2024,2353.76,Cash,517.83,94.15,0,0,0,20,94.15,70.61,0,176.53,47.08,1020.35,1333.41,Paid
827,28,Male,36,Oregon,Regular,12/16/2024,12/17/2024,12/21/2024,Laundry,10,5.31,Mixed,Customer Pickup,11871.44,12/21/2024,11871.44,Credit Card,2611.72,593.57,474.86,593.57,0,20,0,356.14,0,890.36,237.43,5777.65,6093.79,Paid
828,50,Male,42,Maryland,Regular,6/3/2023,6/4/2023,6/8/2023,Dry Cleaning,5,1.62,Light,Customer Pickup,7157.81,6/8/2023,7157.81,Online Payment,1288.41,286.31,0,0,429.47,20,0,214.73,0,536.84,143.16,2918.92,4238.89,Paid
829,64,Male,27,Florida,Regular,5/10/2021,5/11/2021,5/15/2021,Dry Cleaning,19,4.87,Light,Customer Pickup,11490.68,5/10/2021,11490.68,Online Payment,2068.32,459.63,0,0,689.44,35,0,344.72,0,861.8,229.81,4688.72,6801.96,Paid
830,70,Female,42,Georgia,Corporate,2/14/2024,2/15/2024,2/19/2024,Laundry,11,9.1,Heavy,Home Delivery,3734.12,2/19/2024,3734.12,Cash,970.87,186.71,149.36,186.71,0,35,149.36,112.02,0,280.06,74.68,2144.77,1589.35,Paid
831,58,Female,52,Ohio,Student,2/16/2024,2/17/2024,2/21/2024,Dry Cleaning,27,14.58,Mixed,Home Delivery,9837.74,2/21/2024,9837.74,Online Payment,2164.3,590.26,0,0,590.26,50,393.51,295.13,0,737.83,196.75,5018.04,4819.7,Paid
832,80,Male,27,Connecticut,Regular,10/21/2025,10/22/2025,10/26/2025,Dry Cleaning,23,5.9,Light,Customer Pickup,4713.96,10/26/2025,4713.96,Online Payment,848.51,235.7,0,0,282.84,50,0,141.42,0,353.55,94.28,2006.3,2707.66,Paid
833,24,Female,47,District of Columbia,Regular,7/26/2023,7/27/2023,7/31/2023,Laundry,22,12.72,Mixed,Home Delivery,11249.91,7/31/2023,11249.91,Online Payment,2474.98,674.99,450,562.5,0,50,450,337.5,0,843.74,225,6068.71,5181.2,Paid
834,82,Male,32,Florida,Regular,10/10/2021,10/11/2021,10/15/2021,Dry Cleaning,3,1.69,Mixed,Customer Pickup,11909.28,10/15/2021,11909.28,Cash,2620.04,476.37,0,0,714.56,20,0,357.28,0,893.2,238.19,5319.64,6589.64,Paid
835,36,Female,37,Texas,Corporate,8/28/2022,8/29/2022,9/2/2022,Laundry,3,1.74,Mixed,Home Delivery,13546.15,8/28/2022,13546.15,Online Payment,2980.15,541.85,541.85,677.31,0,20,541.85,406.38,0,1015.96,270.92,6996.27,6549.88,Paid
836,34,Male,31,District of Columbia,Regular,2/4/2025,2/5/2025,2/9/2025,Stain Removal,13,7.25,Mixed,Home Delivery,11424.6,2/4/2025,11424.6,Online Payment,2513.41,571.23,342.74,228.49,456.98,35,456.98,342.74,571.23,856.85,228.49,5461.68,5962.92,Paid
837,59,Male,34,New York,Student,7/18/2025,7/19/2025,7/23/2025,Ironing,16,14.38,Heavy,Home Delivery,11948.85,7/23/2025,11948.85,Credit Card,3106.7,716.93,0,0,0,35,477.95,358.47,0,896.16,238.98,5830.19,6118.66,Paid
838,96,Male,27,Florida,Corporate,3/8/2023,3/9/2023,3/13/2023,Ironing,3,0.9,Light,Customer Pickup,13848.29,3/13/2023,13848.29,Cash,2492.69,553.93,0,0,0,20,0,415.45,0,1038.62,276.97,4797.66,9050.63,Paid
839,2,Male,41,Utah,Regular,2/8/2021,2/9/2021,2/13/2021,Dry Cleaning,15,4.5,Light,Customer Pickup,510.12,2/13/2021,510.12,Cash,91.82,20.4,0,0,30.61,35,0,15.3,0,38.26,10.2,241.59,268.53,Paid
840,21,Male,29,New York,Regular,5/3/2025,5/4/2025,5/8/2025,Laundry,25,6.28,Light,Customer Pickup,5866.17,5/8/2025,5866.17,Cash,1055.91,293.31,234.65,293.31,0,50,0,175.99,0,439.96,117.32,2660.45,3205.72,Paid
841,97,Male,29,Alabama,Corporate,10/7/2025,10/8/2025,10/12/2025,Stain Removal,29,16.92,Mixed,Customer Pickup,6250.04,10/8/2025,6250.04,Online Payment,1375.01,375,187.5,125,250,50,0,187.5,0,468.75,125,3143.76,3106.28,Paid
842,22,Female,51,Pennsylvania,Regular,1/14/2024,1/15/2024,1/19/2024,Laundry,12,7.34,Mixed,Customer Pickup,11337.58,1/15/2024,11337.58,Cash,2494.27,566.88,453.5,566.88,0,35,0,340.13,0,850.32,226.75,5533.73,5803.85,Paid
843,20,Female,46,New York,Student,1/14/2025,1/15/2025,1/19/2025,Laundry,5,2.53,Mixed,Customer Pickup,9696.34,1/15/2025,9696.34,Online Payment,2133.19,387.85,387.85,484.82,0,20,0,290.89,0,727.23,193.93,4625.76,5070.58,Paid
844,31,Male,39,New York,Student,9/4/2025,9/5/2025,9/9/2025,Ironing,24,8.38,Light,Customer Pickup,10139.2,9/5/2025,10139.2,Cash,1825.06,506.96,0,0,0,50,0,304.18,506.96,760.44,202.78,3142.46,6996.74,Paid
845,98,Male,42,District of Columbia,Regular,8/23/2024,8/24/2024,8/28/2024,Mending,12,4,Light,Home Delivery,3580.49,8/28/2024,3580.49,Cash,644.49,143.22,0,0,0,35,143.22,107.41,0,268.54,71.61,1413.49,2167,Paid
846,94,Male,32,Iowa,Regular,5/20/2022,5/21/2022,5/25/2022,Ironing,12,6.31,Mixed,Home Delivery,13716.64,5/25/2022,13716.64,Cash,3017.66,685.83,0,0,0,35,548.67,411.5,0,1028.75,274.33,6001.74,7714.9,Paid
847,76,Male,37,Iowa,Student,12/7/2021,12/8/2021,12/12/2021,Laundry,23,12.81,Mixed,Home Delivery,10801.71,12/8/2021,10801.71,Cash,2376.38,648.1,432.07,540.09,0,50,432.07,324.05,0,810.13,216.03,5828.92,4972.79,Paid
848,98,Male,42,District of Columbia,Regular,8/1/2021,8/2/2021,8/6/2021,Stain Removal,17,4.88,Light,Home Delivery,8979.54,8/6/2021,8979.54,Credit Card,1616.32,359.18,269.39,179.59,359.18,35,359.18,269.39,0,673.47,179.59,4300.29,4679.25,Paid
849,60,Male,19,Georgia,Corporate,2/23/2024,2/24/2024,2/28/2024,Ironing,7,2.25,Light,Customer Pickup,8628.17,2/24/2024,8628.17,Online Payment,1553.07,345.13,0,0,0,20,0,258.85,0,647.11,172.56,2996.72,5631.45,Paid
850,5,Male,29,Texas,Student,4/28/2021,4/29/2021,5/3/2021,Laundry,5,2.86,Mixed,Home Delivery,1066.42,5/3/2021,1066.42,Cash,234.61,42.66,42.66,53.32,0,20,42.66,31.99,0,79.98,21.33,569.21,497.21,Paid
851,46,Male,31,Texas,Regular,1/3/2021,1/4/2021,1/8/2021,Laundry,11,5.86,Mixed,Home Delivery,5805.59,1/4/2021,5805.59,Cash,1277.23,290.28,232.22,290.28,0,35,232.22,174.17,0,435.42,116.11,3082.93,2722.66,Paid
852,15,Male,20,Colorado,Student,6/26/2021,6/27/2021,7/1/2021,Ironing,8,4.82,Mixed,Customer Pickup,4367.84,6/26/2021,4367.84,Online Payment,960.92,174.71,0,0,0,20,0,131.04,0,327.59,87.36,1701.62,2666.22,Paid
853,36,Female,37,Texas,Corporate,1/23/2023,1/24/2023,1/28/2023,Dry Cleaning,8,2.6,Light,Customer Pickup,8386.97,1/24/2023,8386.97,Cash,1509.65,335.48,0,0,503.22,20,0,251.61,0,629.02,167.74,3416.72,4970.25,Paid
854,35,Female,64,Utah,Student,2/6/2024,2/7/2024,2/11/2024,Laundry,14,4.45,Light,Customer Pickup,6848.32,2/7/2024,6848.32,Cash,1232.7,273.93,273.93,342.42,0,35,0,205.45,0,513.62,136.97,3014.02,3834.3,Paid
855,64,Male,27,Florida,Regular,3/21/2023,3/22/2023,3/26/2023,Mending,5,2.62,Mixed,Home Delivery,7544.81,3/26/2023,7544.81,Credit Card,1659.86,301.79,0,0,0,20,301.79,226.34,377.24,565.86,150.9,2849.3,4695.51,Paid
856,18,Female,61,Massachusetts,Regular,7/28/2024,7/29/2024,8/2/2024,Ironing,9,2.91,Light,Customer Pickup,1086.42,8/2/2024,1086.42,Cash,195.56,43.46,0,0,0,20,0,32.59,54.32,81.48,21.73,340.5,745.92,Paid
857,97,Male,29,Alabama,Corporate,6/6/2024,6/7/2024,6/11/2024,Laundry,15,4.07,Light,Customer Pickup,3042.68,6/7/2024,3042.68,Online Payment,547.68,121.71,121.71,152.13,0,35,0,91.28,0,228.2,60.85,1358.56,1684.12,Paid
858,28,Male,36,Oregon,Regular,2/2/2021,2/3/2021,2/7/2021,Stain Removal,8,8.5,Heavy,Customer Pickup,5029.34,2/7/2021,5029.34,Credit Card,1307.63,251.47,150.88,100.59,201.17,20,0,150.88,0,377.2,100.59,2660.41,2368.93,Paid
859,49,Male,29,Alabama,Regular,7/31/2023,8/1/2023,8/5/2023,Dry Cleaning,13,7.91,Mixed,Customer Pickup,9484.62,8/1/2023,9484.62,Online Payment,2086.62,474.23,0,0,569.08,35,0,284.54,0,711.35,189.69,4350.51,5134.11,Paid
860,60,Male,19,Georgia,Corporate,7/19/2025,7/20/2025,7/24/2025,Laundry,13,14.26,Heavy,Home Delivery,13144.02,7/24/2025,13144.02,Online Payment,3417.45,788.64,525.76,657.2,0,35,525.76,394.32,0,985.8,262.88,7592.81,5551.21,Paid
